,budget,cast,close,director,gross,mpaa,open,opening_gross,opening_theaters,rank,rating,season,studio,title,year,June-Sep,Oct-Nov,Jan-May,Dec,mpaa_new,PG,R,PG-13,prol_studio,Tier_2
1971352,270000.0,,11/1,,319285.0,Rated R for language and sexual content/nudity,8/17,16427.0,1.0,271,6.4,June-Sep,Magn.,Compliance,2012,True,False,False,False,R,False,True,False,False,False
1446192,145000000.0,,4/11,,103412758.0,Rated PG for thematic elements and some mildly scary action,11/21,23773465.0,3653.0,31,7.3,Oct-Nov,P/DW,Rise of the Guardians,2012,False,True,False,False,PG,True,False,False,False,False
1055292,38000000.0,,1/27,,53374681.0,"Rated PG-13 for sexual material, language and some drug content",10/8,14506464.0,3150.0,62,6.5,Oct-Nov,WB,Life as We Know It,2010,False,True,False,False,PG-13,False,False,True,False,False
0962736,35000000.0,,4/29,,11001272.0,"Rated PG for some mild sensuality, a scene of violence, and brief incidental language and smoking",12/18,260591.0,44.0,136,7.3,Dec,App.,The Young Victoria,2009,False,False,False,True,PG,True,False,False,False,True
1991245,1000000.0,,7/19,,18119640.0,"Rated R for violence, some bloody images and pervasive language",5/25,7955307.0,2433.0,113,5.0,Jan-May,WB,Chernobyl Diaries,2012,False,False,True,False,R,False,True,False,False,False
1171222,8500000.0,,12/19,,21569509.0,Rated PG-13 for sexual content and some language,9/27,9031102.0,2027.0,106,5.0,June-Sep,FoxS,Baggage Claim,2013,True,False,False,False,PG-13,False,False,True,False,False
1343727,45000000.0,,11/1,,13414714.0,"Rated R for strong bloody violence, language, drug use and some sexual content",9/21,6278491.0,2506.0,127,7.0,June-Sep,LGF,Dredd,2012,True,False,False,False,R,False,True,False,False,False
1195478,30000000.0,,6/21,,28835528.0,"Rated R for sexual content, and language throughout",4/27,10610060.0,2936.0,100,6.2,Jan-May,Uni.,The Five-Year Engagement,2012,False,False,True,False,R,False,True,False,False,False
0790724,60000000.0,,3/21,,80070736.0,"Rated PG-13 for violence, language and some drug material",12/21,15210156.0,3352.0,38,7.0,Dec,Par.,Jack Reacher,2012,False,False,False,True,PG-13,False,False,True,False,False
2167202,18000000.0,,10/3,,10501938.0,"Rated PG-13 for intense action, violence and mayhem throughout, some rude gestures, and language",8/30,4503892.0,2130.0,131,4.4,June-Sep,WB,Getaway ,2013,True,False,False,False,PG-13,False,False,True,False,False
0963178,50000000.0,,3/22,,25450527.0,Rated R for some sequences of violence and language,2/13,9331739.0,2364.0,101,6.5,Jan-May,Sony,The International,2009,False,False,True,False,R,False,True,False,False,False
2310332,250000000.0,,4/2,,255119788.0,"Rated PG-13 for extended sequences of intense fantasy action violence, and frightening images",12/17,54724334.0,3875.0,6,7.5,Dec,WB,The Hobbit: The Battle of the Five Armies,2014,False,False,False,True,PG-13,False,False,True,False,False
2024544,20000000.0,,5/8,,56671993.0,"Rated R for violence/cruelty, some nudity and brief sexuality",10/18,923715.0,19.0,62,8.1,Oct-Nov,FoxS,12 Years a Slave,2013,False,True,False,False,R,False,True,False,False,False
1055369,210000000.0,,10/15,,402111870.0,"Rated PG-13 for intense sequences of sci-fi action violence, language, some crude and sexual material, and brief drug material",6/24,108966307.0,4234.0,2,6.0,June-Sep,P/DW,Transformers: Revenge of the Fallen,2009,True,False,False,False,PG-13,False,False,True,False,False
1172994,1000000.0,,12/31,,101215.0,Rated R for some bloody violence,10/30,25195.0,3.0,324,6.4,Oct-Nov,Magn.,The House of the Devil,2009,False,True,False,False,R,False,True,False,False,False
1436562,90000000.0,,9/8,,143619809.0,Rated PG for mild off color humor (original rating),4/15,39225962.0,3826.0,18,7.0,Jan-May,Fox,Rio,2011,False,False,True,False,PG,True,False,False,False,False
1483013,120000000.0,,6/27,,89107235.0,"Rated PG-13 for sci-fi action violence, brief strong language, and some sensuality/nudity",4/19,37054485.0,3783.0,41,7.0,Jan-May,Uni.,Oblivion,2013,False,False,True,False,PG-13,False,False,True,False,False
0964517,11000000.0,,3/31,,93617009.0,"Rated R for language throughout, drug content, some violence and sexuality",12/10,300010.0,4.0,35,7.9,Dec,Par.,The Fighter,2010,False,False,False,True,R,False,True,False,False,False
2180411,50000000.0,,4/16,,128002372.0,"Rated PG for thematic elements, fantasy action and peril, and some suggestive material.",12/25,31051923.0,2440.0,23,6.0,Dec,BV,Into the Woods,2014,False,False,False,True,PG,True,False,False,False,True
2024432,35000000.0,,6/6,,134506920.0,Rated R for sexual content and language,2/8,34551025.0,3141.0,20,5.7,Jan-May,Uni.,Identity Thief,2013,False,False,True,False,R,False,True,False,False,False
1152398,17000000.0,,5/19,,27865571.0,"Rated PG-13 for language including some crude comments, drug references and brief violence (original version)",3/4,9851102.0,1952.0,104,5.6,Jan-May,CBS,Beastly,2011,False,False,True,False,PG-13,False,False,True,False,False
1562568,1800000.0,,1/5,,841733.0,Rated R for some language and sexual content,8/26,21495.0,3.0,219,6.3,June-Sep,SPC,Higher Ground,2011,True,False,False,False,R,False,True,False,False,False
2245084,165000000.0,,5/28,,222527828.0,"Rated PG for action and peril, some rude humor, and thematic elements.",11/7,56215889.0,3761.0,10,7.9,Oct-Nov,BV,Big Hero 6,2014,False,True,False,False,PG,True,False,False,False,True
1130080,18000000.0,,-,,300000.0,Rated R for language,4/24,300000.0,482.0,259,6.5,Jan-May,SenD,The Informers,2009,False,False,True,False,R,False,True,False,False,False
2101341,30000000.0,,4/18,,10895295.0,"Rated R for violence, language throughout and a scene of sexuality",3/8,5345250.0,2188.0,130,6.5,Jan-May,FD,Dead Man Down,2013,False,False,True,False,R,False,True,False,False,False
1294226,20000000.0,,7/15,,62950384.0,"Rated PG for thematic material, some violence, sensuality and mild language",3/31,16007426.0,2673.0,52,5.8,Jan-May,BV,The Last Song,2010,False,False,True,False,PG,True,False,False,False,True
0935075,5000000.0,,4/7,,2229058.0,"Rated PG-13 for mature thematic material, some drug use and language",12/17,53778.0,5.0,170,7.0,Dec,LGF,Rabbit Hole,2010,False,False,False,True,PG-13,False,False,True,False,False
0844471,100000000.0,,1/28,,124870275.0,Rated PG for brief mild language,9/18,30304648.0,3119.0,24,7.0,June-Sep,Sony,Cloudy with a Chance of Meatballs,2009,True,False,False,False,PG,True,False,False,False,False
1320253,82000000.0,,10/21,,103068524.0,"Rated R for strong action and bloody violence throughout, and for some language",8/13,34825135.0,3270.0,28,6.5,June-Sep,LGF,The Expendables,2010,True,False,False,False,R,False,True,False,False,False
1291584,25000000.0,,11/3,,13657115.0,"Rated PG-13 for sequences of intense mixed martial arts fighting, some language and thematic material",9/9,5242107.0,1869.0,131,8.2,June-Sep,LGF,Warrior,2011,True,False,False,False,PG-13,False,False,True,False,False
2910274,1000000.0,,10/9,,3123963.0,Rated R for language and sexual content,6/6,77315.0,3.0,164,6.8,June-Sep,A24,Obvious Child,2014,True,False,False,False,R,False,True,False,True,False
1800241,40000000.0,,4/6,,150117807.0,"Rated R for pervasive language, some sexual content and brief violence",12/13,740455.0,6.0,17,7.3,Dec,Sony,American Hustle,2013,False,False,False,True,R,False,True,False,False,False
1823664,65000000.0,,3/15,,85911262.0,Rated PG for some mild language and rude humor,12/19,15861939.0,3116.0,38,5.2,Dec,Sony,Annie ,2014,False,False,False,True,PG,True,False,False,False,False
1667310,6000000.0,,1/24,,66351.0,"rated R for strong violence, language and sexuality",12/7,19391.0,11.0,391,6.3,Dec,Magn.,Deadfall ,2012,False,False,False,True,PG-13,False,False,True,False,False
1535109,55000000.0,,3/2,,107100855.0,"Rated PG-13 for sustained intense sequences of menace, some violence with bloody images, and for substance use",10/11,25718314.0,3020.0,32,7.9,Oct-Nov,Sony,Captain Phillips,2013,False,True,False,False,PG-13,False,False,True,False,False
2017020,110000000.0,,11/17,,71017784.0,Rated PG for some rude humor and action,7/31,17548389.0,3866.0,49,5.4,June-Sep,Sony,The Smurfs 2,2013,True,False,False,False,PG,True,False,False,False,False
0878835,3000000.0,,10/21,,4033574.0,"Rated R for language, some sexual content and nudity",4/30,118123.0,5.0,155,6.6,Jan-May,SPC,Please Give,2010,False,False,True,False,R,False,True,False,False,False
1951265,125000000.0,,3/19,,337135885.0,"Rated PG-13 for intense sequences of violence and action, some disturbing images and thematic material",11/21,121897634.0,4151.0,2,6.8,Oct-Nov,LGF,The Hunger Games: Mockingjay - Part 1,2014,False,True,False,False,PG-13,False,False,True,False,False
1408101,190000000.0,,9/12,,228778661.0,Rated PG-13 for intense sequences of sci-fi action and violence,5/16,70165559.0,3868.0,11,7.8,Jan-May,Par.,Star Trek Into Darkness,2013,False,False,True,False,PG-13,False,False,True,False,False
2239832,24000000.0,,8/17,,65182182.0,"Rated PG-13 for  crude sexual content including references,  partial nudity, language and drug material",6/20,29241911.0,2225.0,49,5.7,June-Sep,SGem,Think Like a Man Too,2014,True,False,False,False,PG-13,False,False,True,False,False
1547234,35000000.0,,10/21,,20275446.0,"Rated PG-13 for some violence, intense action sequences and language",8/24,6030164.0,2255.0,106,6.5,June-Sep,Sony,Premium Rush,2012,True,False,False,False,PG-13,False,False,True,False,False
2172935,18000000.0,,10/27,,3419967.0,Rated R for some violent content and language,9/27,1576561.0,305.0,159,7.2,June-Sep,PH,Metallica Through the Never,2013,True,False,False,False,R,False,True,False,False,False
0955308,210000000.0,,8/5,,105269730.0,"Rated PG-13 for violence including intense sequences of warfare, and some sexual content",5/14,36063385.0,3503.0,26,6.7,Jan-May,Uni.,Robin Hood,2010,False,False,True,False,PG-13,False,False,True,False,False
1615147,3400000.0,,2/16,,5354039.0,Rated R for language,10/21,561906.0,56.0,154,7.1,Oct-Nov,RAtt.,Margin Call,2011,False,True,False,False,R,False,True,False,False,False
0481499,135000000.0,,9/19,,187168425.0,Rated PG for some scary action,3/22,43639736.0,4046.0,14,7.3,Jan-May,Fox,The Croods,2013,False,False,True,False,PG,True,False,False,False,False
1016075,18000000.0,,12/10,,22455510.0,"Rated PG for thematic material including teen drinking, a sexual situation and language",9/25,10011682.0,3096.0,106,5.0,June-Sep,MGM,Fame ,2009,True,False,False,False,PG,True,False,False,False,False
1139328,45000000.0,,6/17,,15541549.0,"Rated PG-13 for language, brief nudity/sexuality, some violence and a drug reference (cut version)",2/19,183009.0,4.0,123,7.2,Jan-May,Sum.,The Ghost Writer,2010,False,False,True,False,PG-13,False,False,True,False,False
1182345,5000000.0,,11/19,,5010163.0,Rated R for language,6/12,136046.0,8.0,161,8.0,June-Sep,SPC,Moon,2009,True,False,False,False,R,False,True,False,False,False
1153706,25000000.0,,7/23,,25662155.0,"Rated PG-13 for crude and sexual content throughout, and language",5/22,10643536.0,2450.0,99,3.5,Jan-May,Par.,Dance Flick,2009,False,False,True,False,PG-13,False,False,True,False,False
1854564,90000000.0,,1/30,,68559554.0,"Rated PG for fantasy action violence, some scary images and mild language",8/7,14401054.0,3031.0,51,5.9,June-Sep,Fox,Percy Jackson: Sea of Monsters,2013,True,False,False,False,PG,True,False,False,False,False
1536044,3000000.0,,1/20,,84752907.0,Rated R for some language and brief violent material,10/22,40678424.0,3216.0,40,5.7,Oct-Nov,Par.,Paranormal Activity 2,2010,False,True,False,False,R,False,True,False,False,False
1606389,30000000.0,,5/17,,125014030.0,"Rated PG-13 for an accident scene, sexual content, partial nudity and some language",2/10,41202458.0,2958.0,26,6.8,Jan-May,SGem,The Vow,2012,False,False,True,False,PG-13,False,False,True,False,False
1034032,50000000.0,,10/8,,20534907.0,"Rated R for frenetic sequences of strong brutal violence throughout, sexual content, nudity and language",9/4,9156057.0,2502.0,109,5.8,June-Sep,LGF,Gamer,2009,True,False,False,False,R,False,True,False,False,False
0453562,40000000.0,,7/25,,95020213.0,Rated PG-13 for thematic elements including language,4/12,27487144.0,3003.0,37,7.5,Jan-May,WB,42,2013,False,False,True,False,PG-13,False,False,True,False,False
1188996,8470000.0,,5/6,,4018771.0,"Rated PG-13 for some violence, sexual content and language",2/12,1944027.0,120.0,156,7.9,Jan-May,FoxS,My Name is Khan,2010,False,False,True,False,PG-13,False,False,True,False,False
1706593,12000000.0,,6/7,,64575175.0,"Rated PG-13 for intense action and violence, thematic material, some language, sexual content and teen drinking",2/3,22004098.0,2907.0,50,7.1,Jan-May,Fox,Chronicle ,2012,False,False,True,False,PG-13,False,False,True,False,False
1197628,18000000.0,,6/18,,24007324.0,"Rated R for pervasive language, graphic nudity, drug use, sexual content and violence",4/10,11017334.0,2727.0,103,5.8,Jan-May,WB,Observe and Report,2009,False,False,True,False,R,False,True,False,False,False
1748122,16000000.0,,11/1,,45512466.0,Rated PG-13 for sexual content and smoking,5/25,522996.0,4.0,74,7.8,Jan-May,Focus,Moonrise Kingdom,2012,False,False,True,False,PG-13,False,False,True,False,False
1587310,180000000.0,,12/4,,241410378.0,"Rated PG for sequences of fantasy action and violence, including frightening images",5/30,69431298.0,3948.0,8,7.0,Jan-May,BV,Maleficent,2014,False,False,True,False,PG,True,False,False,False,True
1197624,53000000.0,,2/4,,73357727.0,"Rated R for strong bloody brutal violence and torture, a scene of rape, and pervasive language",10/16,21039502.0,2890.0,44,7.4,Oct-Nov,Over.,Law Abiding Citizen,2009,False,True,False,False,R,False,True,False,False,False
1405500,21000000.0,,1/20,,37729698.0,"Rated R for some disturbing violence including a rape, sexual content and language",11/5,19497324.0,2127.0,81,5.9,Oct-Nov,LGF,For Colored Girls,2010,False,True,False,False,R,False,True,False,False,False
1075747,47000000.0,,8/12,,10547117.0,"Rated PG-13 for intense sequences of violence and action, disturbing images and sexual content",6/18,5379365.0,2825.0,131,4.6,June-Sep,WB,Jonah Hex,2010,True,False,False,False,PG-13,False,False,True,False,False
1931435,32500000.0,,7/4,,21819348.0,"Rated R for language, sexual content and brief nudity",4/26,7591663.0,2633.0,104,5.6,Jan-May,LGF,The Big Wedding,2013,False,False,True,False,R,False,True,False,False,False
1276104,30000000.0,,1/1,,66486205.0,"Rated R for strong violence, language, some sexuality/nudity and drug content",9/28,20801522.0,2992.0,45,7.5,June-Sep,TriS,Looper,2012,True,False,False,False,R,False,True,False,False,False
1448755,70000000.0,,11/17,,25124966.0,"Rated R for strong violence, language and some sexuality/nudity",9/23,9352008.0,2986.0,106,6.5,June-Sep,ORF,Killer Elite,2011,True,False,False,False,R,False,True,False,False,False
2357129,18000000.0,,10/3,,16131410.0,Rated PG-13 for some drug content and brief strong language,8/16,6713900.0,2381.0,122,5.9,June-Sep,ORF,Jobs,2013,True,False,False,False,PG-13,False,False,True,False,False
0472198,19000000.0,,4/2,,36843682.0,"Rated R for pervasive language, some strong sexuality including dialogue, nudity, and for drug content",1/16,20497596.0,1638.0,80,6.6,Jan-May,FoxS,Notorious ,2009,False,False,True,False,R,False,True,False,False,False
1019452,7000000.0,,1/7,,9228768.0,"Rated R for language, some sexuality/nudity and brief violence",10/2,251337.0,6.0,145,7.0,Oct-Nov,Focus,A Serious Man,2009,False,True,False,False,R,False,True,False,False,False
0780567,55000000.0,,8/20,,16123323.0,Rated PG for some mild language and brief questionable behavior,6/12,5503519.0,3008.0,119,5.6,June-Sep,Par.,Imagine That,2009,True,False,False,False,PG,True,False,False,False,False
1403865,35000000.0,,4/28,,171243005.0,Rated PG-13 for some intense sequences of western violence including disturbing images,12/22,24830443.0,3047.0,13,7.7,Dec,Par.,True Grit,2010,False,False,False,True,PG-13,False,False,True,False,False
1174732,7500000.0,,5/6,,12574914.0,"Rated PG-13 for mature thematic material involving sexual content, and for smoking",10/9,159017.0,4.0,132,7.3,Oct-Nov,SPC,An Education,2009,False,True,False,False,PG-13,False,False,True,False,False
2390361,8000000.0,,1/16,,17550872.0,"Rated PG-13 for crude and sexual content, comic violence, language and partial nudity",9/18,232800.0,4.0,119,7.1,June-Sep,FoxS,Enough Said,2013,True,False,False,False,PG-13,False,False,True,False,False
1667889,95000000.0,,2/7,,161321843.0,Rated PG for mild rude humor and action/peril,7/13,46629259.0,3881.0,16,6.7,June-Sep,Fox,Ice Age: Continental Drift,2012,True,False,False,False,PG,True,False,False,False,False
1305591,150000000.0,,6/23,,21392758.0,Rated PG for sci-fi action and peril,3/11,6914488.0,3117.0,116,5.4,Jan-May,BV,Mars Needs Moms,2011,False,False,True,False,PG,True,False,False,False,True
1922685,18000000.0,,3/17,,1034589.0,Rated R for violence,3/1,508000.0,1118.0,212,5.8,Jan-May,RCR,Phantom ,2013,False,False,True,False,R,False,True,False,False,False
1351685,195000000.0,,6/13,,65187603.0,"Rated PG-13 for intense scenes of fantasy action violence, some frightening images and brief language",3/1,27202226.0,3525.0,54,6.3,Jan-May,WB (NL),Jack the Giant Slayer,2013,False,False,True,False,PG-13,False,False,True,False,False
0790628,32000000.0,,5/9,,22537881.0,"Rated PG-13 for sexual content, dangerous stunts, a drug-related incident and language",3/15,10177257.0,3160.0,103,5.9,Jan-May,WB,The Incredible Burt Wonderstone,2013,False,False,True,False,PG-13,False,False,True,False,False
1270798,160000000.0,,9/29,,146408305.0,"Rated PG-13 for intense sequences of action and violence, some sexual content including brief partial nudity and language",6/3,55101604.0,3641.0,17,7.8,June-Sep,Fox,X-Men: First Class,2011,True,False,False,False,PG-13,False,False,True,False,False
1778304,5000000.0,,1/5,,104028807.0,"Rated R for some violence, language, brief sexuality and drug use",10/21,52568183.0,3321.0,26,5.9,Oct-Nov,Par.,Paranormal Activity 3,2011,False,True,False,False,R,False,True,False,False,False
0947810,100000000.0,,5/6,,35053660.0,Rated R for violence and language,3/12,14309295.0,3003.0,85,6.9,Jan-May,Uni.,Green Zone,2010,False,False,True,False,R,False,True,False,False,False
1371111,102000000.0,,1/24,,27108272.0,"Rated R for violence, language, sexuality/nudity and some drug use",10/26,9612247.0,2008.0,101,7.5,Oct-Nov,WB,Cloud Atlas,2012,False,True,False,False,R,False,True,False,False,False
1392197,50000000.0,,9/16,,33644788.0,Rated PG for some rude humor and language,6/4,11599661.0,3213.0,86,4.2,June-Sep,Fox,Marmaduke,2010,True,False,False,False,PG,True,False,False,False,False
1156398,23600000.0,,12/13,,75590286.0,Rated R for horror violence/gore and language,10/2,24733155.0,3036.0,42,7.7,Oct-Nov,Sony,Zombieland,2009,False,True,False,False,R,False,True,False,False,False
1300854,200000000.0,,9/12,,409013994.0,"Rated PG-13 for sequences of intense sci-fi action and violence throughout, and brief suggestive content",5/3,174144585.0,4253.0,2,7.3,Jan-May,BV,Iron Man 3,2013,False,False,True,False,PG-13,False,False,True,False,True
1666186,20000000.0,,11/11,,36661504.0,"Rated PG-13 for crude sexual content, comic violence, language and teen partying",8/18,12202831.0,3233.0,83,3.5,June-Sep,Fox,Vampires Suck,2010,True,False,False,False,PG-13,False,False,True,False,False
1800246,8000000.0,,4/3,,26068955.0,Rated R for sexual content and language throughout,1/31,8742109.0,2809.0,99,6.1,Jan-May,Focus,That Awkward Moment,2014,False,False,True,False,R,False,True,False,False,False
2404463,43000000.0,,12/12,,159582188.0,"Rated R for pervasive language, strong crude content and some violence",6/28,39115043.0,3181.0,15,6.6,June-Sep,Fox,The Heat,2013,True,False,False,False,R,False,True,False,False,False
1781769,49000000.0,,2/28,,12816367.0,Rated R for some sexuality and violence,11/16,320690.0,16.0,129,6.6,Oct-Nov,Focus,Anna Karenina,2012,False,True,False,False,R,False,True,False,False,False
0980970,155000000.0,,4/14,,104386950.0,Rated PG for some frightening images and sequences of fantasy action,12/10,24005069.0,3555.0,27,6.3,Dec,Fox,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,False,False,False,True,PG,True,False,False,False,False
1185836,3200000.0,,11/15,,2277396.0,"Rated PG-13 for thematic material, sexual content and language",7/29,68377.0,4.0,175,7.2,June-Sep,FoxS,Adam,2009,True,False,False,False,PG-13,False,False,True,False,False
1024648,44500000.0,,4/24,,136025503.0,Rated R for language and some violent images,10/12,19458109.0,3232.0,22,7.8,Oct-Nov,WB,Argo,2012,False,True,False,False,R,False,True,False,False,False
1588173,30000000.0,,5/9,,66380662.0,Rated PG-13 for zombie violence and some language,2/1,20353967.0,3009.0,53,6.9,Jan-May,LG/S,Warm Bodies,2013,False,False,True,False,PG-13,False,False,True,False,False
0999913,25000000.0,,10/13,,10324441.0,"Rated R for strong brutal violence including a sexual attack, menace, some sexual content, and pervasive language",9/16,5123760.0,2408.0,138,5.8,June-Sep,SGem,Straw Dogs ,2011,True,False,False,False,R,False,True,False,False,False
2828996,4000000.0,,6/12,,17329486.0,"Rated R for crude and sexual content, nudity, pervasive language, drug use and some violent images",4/18,8843875.0,2310.0,112,4.7,Jan-May,ORF,A Haunted House 2,2014,False,False,True,False,R,False,True,False,False,False
1033575,20000000.0,,4/19,,82584160.0,Rated R for language including some sexual references,11/16,1190096.0,29.0,39,7.3,Oct-Nov,FoxS,The Descendants,2011,False,True,False,False,R,False,True,False,False,False
2872732,40000000.0,,11/6,,126663600.0,"Rated R for strong violence, disturbing images, and sexuality",7/25,43899340.0,3173.0,24,6.4,June-Sep,Uni.,Lucy,2014,True,False,False,False,R,False,True,False,False,False
2002718,20000000.0,,11/14,,8008161.0,"Rated R For strong bloody violence throughout, language and some sexual content",10/11,3837183.0,2538.0,140,5.6,Oct-Nov,ORF,Machete Kills,2013,False,True,False,False,R,False,True,False,False,False
0842926,4000000.0,,10/21,,20811365.0,"Rated R for strong sexual content, nudity, language and some teen drug and alcohol use",7/9,491971.0,7.0,114,7.1,June-Sep,Focus,The Kids Are All Right,2010,True,False,False,False,R,False,True,False,False,False
1742650,24000000.0,,11/24,,9662284.0,Rated PG-13 for sexual references,9/16,4402201.0,2476.0,142,4.8,June-Sep,Wein.,I Don't Know How She Does It,2011,True,False,False,False,PG-13,False,False,True,False,False
1078940,60000000.0,,2/4,,109204945.0,Rated PG-13 on appeal for sexual content and language (re-rating on appeal),10/9,34286740.0,3000.0,29,5.5,Oct-Nov,Uni.,Couples Retreat,2009,False,True,False,False,PG-13,False,False,True,False,False
1001526,130000000.0,,2/24,,148415853.0,Rated PG for action and some language,11/5,46016833.0,3944.0,17,7.3,Oct-Nov,P/DW,Megamind,2010,False,True,False,False,PG,True,False,False,False,False
0938283,150000000.0,,9/23,,131772187.0,Rated PG for fantasy action violence,7/1,40325019.0,3169.0,19,4.3,June-Sep,Par.,The Last Airbender,2010,True,False,False,False,PG,True,False,False,False,False
1541995,6000000.0,,9/29,,1348205.0,"Rated PG-13 for sexuality, violence/disturbing images and drug use",7/15,134005.0,24.0,199,6.0,June-Sep,FoxS,Snow Flower and the Secret Fan,2011,True,False,False,False,PG-13,False,False,True,False,False
1815862,130000000.0,,8/18,,60522097.0,Rated PG-13 for sci-fi action violence and some disturbing images,5/31,27520040.0,3401.0,59,4.9,Jan-May,Sony,After Earth,2013,False,False,True,False,PG-13,False,False,True,False,False
0899106,18000000.0,,11/5,,22965110.0,Rated PG-13 for some language including sexual references,9/18,8057010.0,1898.0,105,5.6,June-Sep,Uni.,Love Happens,2009,True,False,False,False,PG-13,False,False,True,False,False
2017038,8500000.0,,2/27,,6263670.0,Rated PG-13 for brief strong language,10/18,93583.0,6.0,146,6.9,Oct-Nov,RAtt.,All Is Lost,2013,False,True,False,False,PG-13,False,False,True,False,False
1598828,42000000.0,,4/12,,26414527.0,"Rated PG-13 for violence, sexual references and language, some drug material and partial nudity",1/27,11515790.0,2737.0,102,5.3,Jan-May,LGF,One For the Money,2012,False,False,True,False,PG-13,False,False,True,False,False
1772240,5000000.0,,11/24,,17687709.0,"Rated PG-13 for some disturbing sequences, and language",9/2,8704271.0,3328.0,123,5.2,June-Sep,W/Dim.,Apollo 18,2011,True,False,False,False,PG-13,False,False,True,False,False
2334879,150000000.0,,9/15,,73103784.0,"Rated PG-13 for prolonged sequences of action and violence including intense gunfire and explosions, some language and a brief sexual image.",6/28,24852258.0,3222.0,46,6.4,June-Sep,Sony,White House Down,2013,True,False,False,False,PG-13,False,False,True,False,False
1862079,750000.0,,10/18,,4010957.0,Rated R for language including some sexual references,6/8,97762.0,9.0,158,7.0,June-Sep,FD,Safety Not Guaranteed,2012,True,False,False,False,R,False,True,False,False,False
1758575,1200000.0,,6/7,,595018.0,"Rated PG-13 for mature thematic material, sexuality, drug and alcohol content, and some language",4/13,261190.0,136.0,241,5.9,Jan-May,RAtt.,Blue Like Jazz,2012,False,False,True,False,PG-13,False,False,True,False,False
1675192,4750000.0,,3/22,,1730296.0,Rated R for some language,9/30,52041.0,3.0,187,7.4,June-Sep,SPC,Take Shelter,2011,True,False,False,False,R,False,True,False,False,False
1682180,12000000.0,,5/9,,1714221.0,Rated R for disturbing violent and sexual content,3/1,160547.0,7.0,189,6.9,Jan-May,FoxS,Stoker,2013,False,False,True,False,R,False,True,False,False,False
1188729,40000000.0,,11/19,,10330853.0,Rated R for strong horror violence and language,9/25,4424126.0,2506.0,139,6.8,June-Sep,Over.,Pandorum,2009,True,False,False,False,R,False,True,False,False,False
0775489,16500000.0,,5/12,,2231474.0,Rated PG for thematic elements and smoking,12/25,38594.0,3.0,169,7.5,Dec,SPC,The Illusionist ,2010,False,False,False,True,PG,True,False,False,False,False
2106361,50000000.0,,11/20,,47602194.0,"Rated PG-13 for sequences of intense destruction and peril, and language including some sexual references",8/8,17346427.0,3434.0,69,5.8,June-Sep,WB,Into The Storm,2014,True,False,False,False,PG-13,False,False,True,False,False
0875034,80000000.0,,3/18,,19676965.0,Rated PG-13 for sexual content and smoking,12/18,257232.0,4.0,110,5.9,Dec,Wein.,Nine,2009,False,False,False,True,PG-13,False,False,True,False,False
1274300,20000000.0,,2/24,,277943.0,"Rated PG-13 for some nudity, suggestive content and scary images",12/10,42436.0,5.0,264,5.4,Dec,Mira.,The Tempest,2010,False,False,False,True,PG-13,False,False,True,False,False
0903624,250000000.0,,4/25,,303003568.0,"Rated PG-13 for extended sequences of intense fantasy action violence, and frightening images",12/14,84617303.0,4045.0,5,7.9,Dec,WB,The Hobbit: An Unexpected Journey,2012,False,False,False,True,PG-13,False,False,True,False,False
1323045,150000000.0,,4/1,,246176.0,Rated R for some disturbing images and language,2/5,131395.0,106.0,270,6.2,Jan-May,Anch.,Frozen ,2010,False,False,True,False,R,False,True,False,False,True
1564585,10000000.0,,12/21,,21393620.0,"Rated PG-13 for sequences of intense sci-fi action and violence, some language, and brief sexual content",11/12,11692415.0,2880.0,112,4.4,Oct-Nov,Uni.,Skyline,2010,False,True,False,False,PG-13,False,False,True,False,False
1564367,80000000.0,,5/19,,103028109.0,"Rated PG-13 for frequent crude and sexual content, partial nudity, brief drug references and language",2/11,30514732.0,3548.0,27,6.4,Jan-May,Sony,Just Go With It,2011,False,False,True,False,PG-13,False,False,True,False,False
2140373,35000000.0,,4/17,,83301580.0,Rated PG-13 for thematic elements including some unsettling images,12/13,413373.0,15.0,43,7.5,Dec,BV,Saving Mr. Banks,2013,False,False,False,True,PG-13,False,False,True,False,True
1306980,8000000.0,,12/29,,35014192.0,"Rated R for language throughout, sexual content and some drug use",9/30,8644095.0,2458.0,93,7.7,June-Sep,Sum.,50/50,2011,True,False,False,False,R,False,True,False,False,False
1621045,12000000.0,,7/8,,91547205.0,"Rated PG-13 for sexual content, some crude humor, and brief drug use",4/20,33636303.0,2015.0,34,6.6,Jan-May,SGem,Think Like a Man,2012,False,False,True,False,PG-13,False,False,True,False,False
0840361,37000000.0,,1/6,,92186262.0,"Rated R for strong violence, pervasive language, some sexuality and drug use",9/17,23808032.0,2861.0,36,7.6,June-Sep,WB,The Town,2010,True,False,False,False,R,False,True,False,False,False
2229499,5500000.0,,1/9,,24477704.0,"Rated R for strong graphic sexual material and dialogue throughout, nudity, language and some drug use",9/27,8677009.0,2422.0,102,6.6,June-Sep,Rela.,Don Jon,2013,True,False,False,False,R,False,True,False,False,False
1133985,200000000.0,,9/29,,116601172.0,Rated PG-13 for intense sequences of sci-fi violence and action,6/17,53174303.0,3816.0,24,5.6,June-Sep,WB,Green Lantern,2011,True,False,False,False,PG-13,False,False,True,False,False
