,Unnamed: 0,budget,gross,opening_gross,opening_theaters,rating,season,studio,title,year,mpaa_new
0,2978462,Low,Low,Low,High,Medium High,June-Sep,WB,Dolphin Tale 2,2014,PG
1,1571222,Low,Low,Low,Low,Medium High,Oct-Nov,SPC,A Dangerous Method,2011,R
2,1920849,Low,Low,Low,Low,Medium,June-Sep,RTWC,Bachelorette,2012,R
3,1220634,Low,Low,Low,Medium High,Medium,June-Sep,SGem,Resident Evil: Afterlife,2010,R
4,2295722,Low,Low,Low,Low,Medium,June-Sep,Free,Falcon Rising,2014,R
5,1645170,Low,Low,Low,Medium High,Medium High,Jan-May,Par.,The Dictator,2012,R
6,375568,Low,Low,Low,Medium High,Medium High,Oct-Nov,Sum.,Astro Boy,2009,PG
7,457400,Low Medium,Low,Low,Medium High,Medium,June-Sep,Uni.,Land of the Lost,2009,PG-13
8,1074638,Medium,Medium,Medium,Medium High,High,Oct-Nov,Sony,Skyfall,2012,PG-13
9,2226417,Low,Low,Low Medium,Medium High,Medium High,June-Sep,FD,Insidious Chapter 2,2013,PG-13
10,2473682,Low,Low,Low,Medium High,Low Medium,Jan-May,Par.,Paranormal Activity: The Marked Ones,2014,R
11,1282140,Low,Low,Low,Medium High,Medium High,June-Sep,SGem,Easy A,2010,PG-13
12,1151922,Low,Low,Low,Low Medium,Medium,Jan-May,FoxS,Miss March,2009,R
13,2191701,Low,Low,Low Medium,Medium High,Medium,June-Sep,Sony,Grown Ups 2,2013,PG-13
14,770703,Low,Low,Low,Medium High,Medium,June-Sep,Fox,What's Your Number?,2011,R
15,1646987,Low Medium,Low,Low,Medium High,Medium,Jan-May,WB,Wrath of the Titans,2012,PG-13
16,1521197,Low,Low,Low,Low,Medium High,Oct-Nov,Sony,Anonymous,2011,PG-13
17,1959490,Low Medium,Low,Low Medium,Medium High,Medium,Jan-May,Par.,Noah,2014,PG-13
18,974661,Low,Low,Low,Medium High,Medium High,Jan-May,WB (NL),17 Again,2009,PG-13
19,1315981,Low,Low,Low,Low,High,Dec,Wein.,A Single Man,2009,R
20,2955096,Low,Low,Low,Low,Medium,June-Sep,Magn.,Happy Christmas,2014,R
21,2725962,Low,Low,Low,Low,Medium High,Jan-May,MBox,Ida,2014,PG-13
22,1375666,Low Medium,Low Medium,Low Medium,High,High,June-Sep,WB,Inception,2010,PG-13
23,1470827,Low,Low,Low,Low,Medium High,Oct-Nov,Magn.,Monsters,2010,R
24,1872181,Medium,Low Medium,Medium,High,Medium High,Jan-May,Sony,The Amazing Spider-Man 2,2014,PG-13
25,938330,Low,Low,Low,Medium High,Low Medium,Oct-Nov,ORF,Silent Hill: Revelation 3D,2012,R
26,1430607,Low,Low,Low,Medium High,Medium High,Oct-Nov,Sony,Arthur Christmas,2011,PG
27,1772408,Low,Low,Low,Low,Medium,Oct-Nov,Mont.,Trade of Innocents,2012,PG-13
28,1397514,Low,Low,Low,Medium High,Medium,Jan-May,WB,Journey 2: The Mysterious Island,2012,PG
29,1114740,Low,Low,Low,Medium High,Medium,Jan-May,Sony,Paul Blart: Mall Cop,2009,PG
30,1403241,Low,Low,Low,Low,Medium,Oct-Nov,KE,Wolves,2014,R
31,1809398,Low,Low,Low,Medium High,Medium High,Dec,Uni.,Unbroken,2014,PG-13
32,2262227,Low,Low,Low,Medium High,Medium High,Oct-Nov,Fox,The Book of Life ,2014,PG
33,1068242,Low,Low,Low,Medium High,Medium,Oct-Nov,Par.,Footloose ,2011,PG-13
34,1152822,Low,Low,Low,Low,Medium High,Oct-Nov,Magn.,Freakonomics,2010,PG-13
35,1323594,Low,Low Medium,Low Medium,Medium High,High,June-Sep,Uni.,Despicable Me,2010,PG
36,458525,Low Medium,Low Medium,Medium,High,Medium High,Jan-May,Fox,X-Men Origins: Wolverine,2009,PG-13
37,1735898,Low Medium,Low Medium,Low Medium,High,Medium,June-Sep,Uni.,Snow White and the Huntsman,2012,PG-13
38,1170358,Medium,Low Medium,Medium,High,High,Dec,WB,The Hobbit: The Desolation of Smaug,2013,PG-13
39,1220628,Low,Low,Low,Low,Medium,June-Sep,Free,I Hope They Serve Beer in Hell,2009,R
40,800320,Low Medium,Low Medium,Low Medium,High,Medium,Jan-May,WB,Clash of the Titans ,2010,PG-13
41,2739338,Low,Low,Low,Low,Medium,Oct-Nov,ELS,The Christmas Candle,2013,PG
42,1126590,Low,Low,Low,Low Medium,Medium High,Dec,Wein.,Big Eyes,2014,PG-13
43,1210166,Low,Low,Low,Medium High,High,June-Sep,Sony,Moneyball,2011,PG-13
44,1127180,Low,Low,Low,Medium,Medium High,Jan-May,Uni.,Drag Me to Hell,2009,PG-13
45,1232783,Low,Low,Low,Medium,Medium,June-Sep,Sum.,Sorority Row,2009,R
46,1413495,Low,Low,Low,Medium,Medium,June-Sep,Rela.,Paranoia,2013,PG-13
47,1421051,Low,Low,Low,Low,Medium High,Dec,Focus,Somewhere,2010,R
48,1179034,Low,Low,Low,Medium High,Medium High,Jan-May,LGF,From Paris with Love,2010,R
49,1990314,Low,Low,Low,Low,Medium High,June-Sep,Gold.,Robot & Frank,2012,PG-13
50,1190080,Medium,Low Medium,Low Medium,Medium High,Medium,Oct-Nov,Sony,2012,2009,PG-13
51,1230414,Low,Low,Low,Medium High,Medium High,Dec,Uni.,It's Complicated,2009,R
52,1922777,Low,Low,Low,Medium,Medium High,Oct-Nov,LG/S,Sinister,2012,R
53,1726592,Low,Low,Low,Medium,Medium High,Oct-Nov,CE,Before I Go To Sleep,2014,R
54,1235170,Low,Low,Low,Low,Medium,June-Sep,RAtt.,The Future,2011,R
55,2937898,Low,Low,Low,Low,Medium High,Dec,A24,A Most Violent Year,2014,R
56,1392214,Low,Low,Low,Medium High,High,June-Sep,WB,Prisoners,2013,R
57,1951264,Low Medium,Medium,High,High,High,Oct-Nov,LGF,The Hunger Games: Catching Fire,2013,PG-13
58,986263,Low,Low,Low,Medium High,Medium High,June-Sep,BV,Surrogates,2009,PG-13
59,2172934,Low,Low,Low,Medium High,Medium,Jan-May,Rela.,3 Days to Kill,2014,PG-13
60,2387559,Low,Low,Low,Medium High,Medium High,Oct-Nov,BV,Delivery Man,2013,PG-13
61,1204342,Low,Low,Low,Medium High,Medium High,Oct-Nov,BV,The Muppets,2011,PG
62,2752758,Low,Low,Low,Medium,Low Medium,Jan-May,Fox,Devil's Due,2014,R
63,448011,Low,Low,Low,Medium High,Medium,Jan-May,Sum.,Knowing,2009,PG-13
64,443272,Low,Low Medium,Low,Low,Medium High,Oct-Nov,BV,Lincoln,2012,PG-13
65,1126618,Low,Low,Low,Medium,Medium High,Oct-Nov,Par.,Morning Glory,2010,PG-13
66,1179258,Low,Low,Low,Low,Medium,June-Sep,Mira.,Cheri,2009,R
67,1375670,Low,Low Medium,Low Medium,Medium High,Medium,June-Sep,Sony,Grown Ups,2010,PG-13
68,1650554,Low,Low,Low,Medium High,Medium High,June-Sep,Uni.,Kick-Ass 2,2013,R
69,1092026,Low,Low,Low,Medium High,Medium High,Jan-May,Uni.,Paul,2011,R
70,3722118,Low,Low,Low,Low,Medium,Oct-Nov,RM,God the Father,2014,R
71,2302755,Low,Low,Low,Medium High,Medium High,Jan-May,FD,Olympus Has Fallen,2013,R
72,1430615,Low,Low,Low,Medium,Medium High,Jan-May,Uni.,Big Miracle,2012,PG
73,1423995,Low,Low,Low,Low,Medium,Oct-Nov,Over.,Stone,2010,R
74,2618368,Low,Low,Low,Low,Medium High,Jan-May,RAtt.,Gloria ,2014,R
75,1855199,Low,Low,Low,Medium High,High,June-Sep,ORF,End of Watch,2012,R
76,1568346,Low Medium,Low,Low,Medium High,High,Dec,Sony,The Girl with the Dragon Tattoo ,2011,R
77,1425922,Low,Low,Low,Low Medium,Low Medium,Oct-Nov,FoxS,Black Nativity,2013,PG
78,988045,Low Medium,Low Medium,Low Medium,High,High,Dec,WB,Sherlock Holmes,2009,PG-13
79,993842,Low,Low,Low,Medium,Medium High,Jan-May,Focus,Hanna,2011,PG-13
80,452694,Low,Low,Low,Medium High,Medium High,June-Sep,WB (NL),The Time Traveler's Wife,2009,PG-13
81,429493,Low Medium,Low,Low,Medium High,Medium High,June-Sep,Fox,The A-Team,2010,PG-13
82,872230,Low,Low,Low,Medium,Low Medium,Oct-Nov,Uni.,My Soul to Take,2010,R
83,970179,Medium,Low,Low,Low Medium,High,Oct-Nov,Par.,Hugo,2011,PG
84,1542344,Low,Low,Low,Low,High,Oct-Nov,FoxS,127 Hours,2010,R
85,2042568,Low,Low,Low,Low,Medium High,Dec,CBS,Inside Llewyn Davis,2013,R
86,1212450,Low,Low,Low,Medium High,Medium High,June-Sep,Wein.,Lawless,2012,R
87,990407,Low Medium,Low,Low,High,Medium,Jan-May,Sony,The Green Hornet,2011,PG-13
88,1631867,Medium,Low,Low,Medium High,High,June-Sep,WB,Edge of Tomorrow,2014,PG-13
89,1560985,Low,Low,Low,Medium,Low Medium,Jan-May,Par.,The Devil Inside,2012,R
90,892769,Low Medium,Low Medium,Low Medium,High,High,Jan-May,P/DW,How to Train Your Dragon,2010,PG
91,1956620,Low,Low,Low,Medium High,Medium,June-Sep,Sony,Sex Tape,2014,R
92,1067774,Low,Low,Low,Medium,Medium,June-Sep,Fox,Monte Carlo,2011,PG
93,1045772,Low,Low,Low,Low,Medium High,Dec,RAtt.,"I Love You, Phillip Morris",2010,R
94,1560747,Low,Low,Low,Low,Medium High,June-Sep,Wein.,The Master,2012,R
95,1490017,Low,Low Medium,Low Medium,High,High,Jan-May,WB,The LEGO Movie,2014,PG
96,1714206,Low,Low,Low,Low,Medium High,June-Sep,A24,The Spectacular Now,2013,R
97,762125,Low,Low,Low,Medium High,Medium,Oct-Nov,Sony,Planet 51,2009,PG
98,2582802,Low,Low,Low,Low,High,Oct-Nov,SPC,Whiplash,2014,R
99,464154,Low,Low,Low,Medium,Medium,June-Sep,W/Dim.,Piranha 3D,2010,R
100,1241226,Low,Low,Low,Low,Low Medium,Jan-May,BIP,Locker 13,2014,R
101,2557490,Low,Low,Low,Medium High,Medium,Jan-May,Uni.,A Million Ways to Die in the West,2014,R
102,1791528,Low,Low,Low,Low,Medium High,Dec,WB,Inherent Vice,2014,R
103,3099498,Low,Low,Low,Low,Medium,June-Sep,A24,Tusk,2014,R
104,1361313,Low,Low,Low,Low,Medium,June-Sep,Magn.,The Extra Man,2010,R
105,1622547,Low,Low,Low,Medium High,Medium,June-Sep,Sony,30 Minutes or Less,2011,R
106,1119646,Low,Low Medium,Low Medium,Medium High,High,June-Sep,WB,The Hangover,2009,R
107,780653,Low Medium,Low,Low,Medium High,Medium,Jan-May,Uni.,The Wolfman,2010,R
108,2247476,Low,Low,Low,Medium,Medium High,June-Sep,TriS,When the Game Stands Tall,2014,PG
109,1649419,Low,Low,Low,Low,High,Dec,LG/S,The Impossible,2012,PG-13
110,1211890,Low,Low,Low,Low,Medium High,Oct-Nov,AFFRM,Middle of Nowhere ,2012,R
111,1232829,Low,Low,Low Medium,Medium High,Medium High,Jan-May,Sony,21 Jump Street,2012,R
112,1037705,Low,Low,Low,Medium High,Medium High,Jan-May,WB,The Book of Eli,2010,R
113,1645080,Low,Low,Low,Low,Medium High,June-Sep,FoxS,The Art of Getting By,2011,PG-13
114,1645089,Low,Low,Low,Low,High,Oct-Nov,SPC,Inside Job,2010,PG-13
115,1077368,Low Medium,Low,Low,High,Medium,Jan-May,WB,Dark Shadows,2012,PG-13
116,1250777,Low,Low,Low,Medium High,High,Jan-May,LGF,Kick-Ass,2010,R
117,1462769,Low,Low,Low,Medium,Medium High,June-Sep,BV,The Odd Life of Timothy Green,2012,PG
118,780504,Low,Low,Low,Medium High,High,June-Sep,FD,Drive ,2011,R
119,1261945,Low Medium,Low,Low,Medium High,Low Medium,Jan-May,WB (NL),Sex and the City 2,2010,R
120,2396566,Low,Low,Low,Low,Medium High,June-Sep,RTWC,20 Feet from Stardom,2013,PG-13
121,785006,Low,Low,Low,Medium High,Medium,Jan-May,P/DW,Hotel for Dogs,2009,PG
122,1440129,Medium,Low,Low,High,Medium,Jan-May,Uni.,Battleship,2012,PG-13
123,1465522,Low,Low,Low,Low,High,June-Sep,Magn.,Tucker & Dale Vs. Evil,2011,R
124,1719071,Low,Low,Low,Low,Medium,Oct-Nov,P4,Another Happy Day,2011,R
125,1316616,Low,Low,Low,Low,Medium,Jan-May,Gold.,There Be Dragons,2011,PG-13
126,2630916,Low,Low,Low,Low,Medium High,June-Sep,SD,Pump,2014,PG
127,2431286,Low,Low,Low,Low,High,Oct-Nov,Wein.,Philomena,2013,PG-13
128,2369135,Low,Low,Low,Medium High,Medium High,Jan-May,BV,Need for Speed,2014,PG-13
129,1234548,Low,Low,Low,Medium,Medium,Oct-Nov,Over.,The Men Who Stare at Goats,2009,R
130,1560957,Low,Low,Low,Low,Low Medium,Oct-Nov,Free,I Want Your Money,2010,PG
131,1262416,Low,Low,Low,Medium High,Medium,Jan-May,W/Dim.,Scream 4,2011,R
132,1220198,Low,Low,Low,Medium,Medium,Oct-Nov,Uni.,The Fourth Kind,2009,PG-13
133,1334260,Low,Low,Low,Low,Medium High,June-Sep,FoxS,Never Let Me Go,2010,R
134,2170439,Low,Low,Low,Medium High,Medium High,Oct-Nov,WB,Horrible Bosses 2,2014,R
135,1220213,Low,Low,Low,Low,Medium,June-Sep,Anch.,Grace ,2009,R
136,1598778,Low,Low,Low,Medium High,Medium High,June-Sep,WB,Contagion,2011,PG-13
137,1430626,Low,Low,Low,Medium High,Medium High,Jan-May,Sony,The Pirates! Band of Misfits,2012,PG
138,1091722,Low,Low,Low,Medium,Medium High,Jan-May,Mira.,Adventureland,2009,R
139,2364841,Low,Low,Low,Medium High,Medium,Oct-Nov,Fox,Runner Runner,2013,R
140,1092633,Low,Low,Low,Medium,Medium,June-Sep,ParV,"The Goods: Live Hard, Sell Hard",2009,R
141,2402157,Low,Low,Low,Medium High,Medium High,June-Sep,Rela.,The November Man,2014,R
142,1135084,Low,Low,Low,Medium,Medium,June-Sep,SGem,Takers,2010,PG-13
143,427152,Low,Low,Low,Medium High,Medium,June-Sep,P/DW,Dinner for Schmucks,2010,PG-13
144,1630036,Low,Low,Low,Low Medium,Medium High,June-Sep,TriS,Courageous,2011,PG-13
145,1637706,Low,Low,Low,Medium,Medium High,June-Sep,Wein.,Our Idiot Brother,2011,R
146,1189340,Low,Low,Low,Medium High,Medium High,Jan-May,LGF,The Lincoln Lawyer,2011,R
147,1136608,Low,Low,Low Medium,Medium High,High,June-Sep,TriS,District 9,2009,R
148,1268799,Low,Low,Low,Medium High,Medium High,Oct-Nov,WB (NL),A Very Harold & Kumar 3D Christmas,2011,R
149,1684628,Low,Low,Low,Low,Medium,June-Sep,RAtt.,Circumstance,2011,R
150,1305583,Low,Low,Low,Low Medium,Low Medium,Jan-May,FoxS,Our Family Wedding,2010,PG-13
151,473705,Low,Low,Low,Medium High,Medium High,Jan-May,Uni.,State of Play,2009,PG-13
152,1528100,Low Medium,Low,Low,Medium High,Medium,Dec,Fox,Exodus: Gods and Kings,2014,PG-13
153,1322312,Low,Low,Low,Medium High,Medium High,June-Sep,WB (NL),Going the Distance,2010,R
154,1440728,Low,Low,Low,Medium High,Medium High,June-Sep,Focus,The American,2010,R
155,1244659,Low,Low,Low,Medium,Medium High,Jan-May,CBS,Extraordinary Measures,2010,PG
156,1730687,Low,Low,Low,Low,Low Medium,Jan-May,SPC,Darling Companion,2012,PG-13
157,1067583,Low,Low,Low,Medium High,Medium High,Jan-May,Fox,Water for Elephants,2011,PG-13
158,1545106,Low,Low,Low,Low,Medium,Oct-Nov,Anch.,Vamps,2012,PG-13
159,1134854,Low,Low,Low,Low,Low Medium,Jan-May,Magn.,George A. Romero's Survival of the Dead,2010,R
160,1043726,Low,Low,Low,Medium,Low Medium,Jan-May,LG/S,The Legend of Hercules,2014,PG-13
161,2015381,Low Medium,Medium,Medium,High,High,June-Sep,BV,Guardians of the Galaxy,2014,PG-13
162,1160368,Low,Low,Low,Low,Medium,Jan-May,SPC,12,2009,PG-13
163,2582846,Low,Low,Low Medium,Medium High,High,June-Sep,Fox,The Fault in our Stars,2014,PG-13
164,790736,Low Medium,Low,Low,Medium High,Medium,June-Sep,Uni.,R.I.P.D.,2013,PG-13
165,1407061,Low,Low,Low,Medium,Medium,Jan-May,FoxS,Just Wright,2010,PG
166,1604171,Low,Low,Low,Medium High,Medium,Jan-May,BV,Prom,2011,PG
167,1433822,Low,Low,Low,Low,Low Medium,June-Sep,WB,The Apparition,2012,PG-13
168,1403981,Low,Low,Low,Medium,Medium High,Jan-May,Sum.,Remember Me,2010,PG-13
169,1226229,Low,Low,Low,Medium High,Medium High,June-Sep,Uni.,Get Him to the Greek,2010,R
170,1307068,Low,Low,Low,Low Medium,Medium High,June-Sep,Focus,Seeking a Friend for the End of the World,2012,R
171,1623205,Medium,Low Medium,Medium,High,Medium High,Jan-May,BV,Oz The Great and Powerful,2013,PG
172,477080,Low Medium,Low,Low,Medium High,Medium High,Oct-Nov,Fox,Unstoppable,2010,PG-13
173,1135503,Low,Low,Low,Low,Medium High,Jan-May,Magn.,Julia ,2009,PG-13
174,829150,Low,Low,Low,Medium High,Medium High,Oct-Nov,Uni.,Dracula Untold,2014,PG-13
175,1228987,Low,Low,Low,Medium,Medium High,Oct-Nov,Over.,Let Me In,2010,R
176,1155056,Low,Low,Low,Medium High,Medium High,Jan-May,P/DW,"I Love You, Man",2009,R
177,1438176,Low,Low,Low,Medium High,Medium High,June-Sep,BV,Fright Night ,2011,R
178,1302011,Low Medium,Low Medium,Low Medium,High,Medium High,Jan-May,P/DW,Kung Fu Panda 2,2011,PG
179,780511,Low,Low,Low,Medium,Medium High,Dec,Mira.,Everybody's Fine,2009,PG-13
180,1885265,Low,Low,Low,Medium,Medium,Jan-May,LGF,Tyler Perry's Good Deeds,2012,PG-13
181,1327194,Low,Low,Low,Medium High,Medium High,Jan-May,WB,The Lucky One,2012,PG-13
182,1120985,Low,Low,Low,Low,Medium High,Dec,Wein.,Blue Valentine,2010,R
183,787474,Low,Low,Low,Medium High,Medium High,June-Sep,Focus,The Boxtrolls,2014,PG
184,1258972,Low,Low,Low,Medium,Medium,Oct-Nov,Uni.,The Man with the Iron Fists,2012,R
185,1554091,Low,Low,Low,Low,Medium High,June-Sep,Sum.,A Better Life,2011,PG-13
186,1399683,Low,Low,Low,Low,Medium High,June-Sep,RAtt.,Winter's Bone,2010,R
187,1470023,Low,Low,Low,Medium,Medium,Jan-May,Uni.,MacGruber,2010,R
188,1355630,Low,Low,Low,Medium High,Medium High,June-Sep,WB,If I Stay,2014,PG-13
189,1433108,Low,Low,Low,Medium,Medium High,Oct-Nov,CBS,Faster,2010,R
190,1592525,Low,Low,Low,Medium,Medium,Jan-May,FD,Lockout,2012,PG-13
191,1229340,Low,Low,Low,Medium High,Medium High,Dec,Par.,Anchorman 2: The Legend Continues,2013,PG-13
192,971209,Low,Low,Low,Medium,Medium High,June-Sep,Uni.,A Perfect Getaway,2009,R
193,2387433,Low,Low,Low,Medium,Medium High,Jan-May,W/Dim.,Dark Skies,2013,PG-13
194,2091473,Low,Low,Low,Low,Medium High,Dec,Focus,Promised Land ,2012,R
195,879870,Low,Low,Low,Medium High,Medium,June-Sep,Sony,Eat Pray Love,2010,PG-13
196,1038919,Low,Low,Low,Medium High,Medium,Jan-May,Sony,The Bounty Hunter,2010,PG-13
197,1272878,Low,Low,Low,Medium High,Medium High,June-Sep,Uni.,2 Guns,2013,R
198,1335975,Medium,Low,Low,Medium High,Medium High,Dec,Uni.,47 Ronin,2013,PG-13
199,2113659,Low,Low,Low,Low,Medium High,Oct-Nov,MNE,Elsa & Fred ,2014,PG-13
200,2334873,Low,Low,Low,Low,Medium High,June-Sep,SPC,Blue Jasmine,2013,PG-13
201,1431181,Low,Low,Low,Low,Medium High,Dec,SPC,Another Year,2010,PG-13
202,1661382,Low,Low,Low,Medium High,Medium High,Dec,WB,Grudge Match,2013,PG-13
203,1279935,Low,Low,Low,Medium High,Medium High,Jan-May,Fox,Date Night,2010,PG-13
204,1632708,Low,Low,Low,Medium High,Medium High,June-Sep,SGem,Friends with Benefits,2011,R
205,1401152,Low,Low,Low,Medium High,Medium High,Jan-May,WB,Unknown,2011,PG-13
206,770828,Medium,Low Medium,Medium High,High,Medium High,June-Sep,WB,Man of Steel,2013,PG-13
207,1441953,Low,Low,Low,Low,Medium High,June-Sep,Vari.,Test,2014,PG-13
208,1095217,Low,Low,Low,Low,Medium High,Oct-Nov,First,Bad Lieutenant: Port of Call New Orleans,2009,R
209,989757,Low,Low,Low,Medium High,Medium High,Jan-May,SGem,Dear John,2010,PG-13
210,1034389,Low,Low,Low,Medium,Medium,Jan-May,Focus,The Eagle,2011,PG-13
211,1232207,Low,Low,Low,Low,Medium High,June-Sep,Over.,Capitalism: A Love Story,2009,R
212,1219342,Low Medium,Low,Low,High,Medium High,June-Sep,WB,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG
213,1663143,Low,Low,Low,Medium High,Medium,Oct-Nov,Par.,Fun Size,2012,PG-13
214,1586265,Low,Low,Low,Medium High,Medium,Jan-May,LGF,What to Expect When You're Expecting,2012,PG-13
215,1194173,Low Medium,Low,Low Medium,High,Medium High,June-Sep,Uni.,The Bourne Legacy,2012,PG-13
216,2398231,Low,Low,Low,Low,Medium High,Oct-Nov,Saban,The Homesman,2014,R
217,2226519,Low,Low,Low,Low,Medium,June-Sep,IMG/B,Plush,2013,R
218,2334649,Low,Low,Low,Low,Medium High,June-Sep,Wein.,Fruitvale Station,2013,R
219,471042,Low,Low,Low,Medium High,Medium,Oct-Nov,Uni.,Tower Heist,2011,PG-13
220,1637688,Low,Low,Low,Medium High,Medium High,Oct-Nov,Fox,In Time,2011,PG-13
221,822847,Low,Low,Low,Medium High,Medium,Jan-May,SGem,Priest,2011,PG-13
222,848537,Low Medium,Low,Low,High,Medium High,Jan-May,Fox,Epic,2013,PG
223,1302067,Low,Low,Low,Medium High,Low Medium,Dec,WB,Yogi Bear,2010,PG
224,1321511,Low,Low,Low,Low,Medium,Oct-Nov,FD,Oldboy ,2013,R
225,881320,Low,Low,Low,Medium High,Medium,Jan-May,Uni.,Sanctum,2011,R
226,790712,Low,Low,Low,Low,Medium High,Oct-Nov,Osci.,The Messenger,2009,R
227,1225822,Low,Low,Low,Low Medium,Medium,June-Sep,Mira.,Extract,2009,R
228,1667353,Low,Low,Low,High,Medium,Jan-May,Rela.,Mirror Mirror,2012,PG
229,1582507,Low,Low,Low,Medium High,Medium,June-Sep,Rela.,House at the End of The Street,2012,PG-13
230,1216492,Low,Low,Low,Medium,Medium High,Jan-May,Uni.,Leap Year,2010,PG
231,898367,Low,Low,Low,Low,Medium High,Oct-Nov,W/Dim.,The Road,2009,R
232,1235522,Low,Low,Low,Medium,Medium,Jan-May,Fox,Broken City,2013,R
233,1371155,Low,Low,Low,Low,Medium High,Oct-Nov,SPC,Made in Dagenham,2010,R
234,1240982,Low,Low,Low,Medium High,Medium,Jan-May,Uni.,Your Highness,2011,R
235,816442,Low,Low,Low,Low,High,Oct-Nov,Fox,The Book Thief,2013,PG-13
236,2096672,Low,Low,Low Medium,Medium High,Medium,Oct-Nov,Uni.,Dumb and Dumber To,2014,PG-13
237,1049413,Medium,Low Medium,Low Medium,High,High,Jan-May,BV,Up,2009,PG
238,1600195,Low,Low,Low,Medium High,Low Medium,June-Sep,LGF,Abduction,2011,PG-13
239,485985,Low,Low,Low,Medium,Medium,Jan-May,Fox,Red Tails,2012,PG-13
240,1053810,Low,Low,Low,Medium,Medium,Oct-Nov,Fox,The Big Year,2011,PG
241,1235189,Low,Low,Low,Low,Medium High,Oct-Nov,Free,Wild Target,2010,PG-13
242,455944,Low,Low,Low,Medium High,Medium High,June-Sep,Sony,The Equalizer,2014,R
243,491152,Low,Low,Low,Medium High,Medium,Jan-May,WB,Something Borrowed,2011,PG-13
244,1028576,Low,Low,Low,Medium High,Medium High,Oct-Nov,BV,Secretariat,2010,PG
245,1535438,Low,Low,Low,Medium,Medium High,June-Sep,Sony,Hope Springs,2012,PG-13
246,2109184,Low,Low,Low,Medium High,Low Medium,Oct-Nov,Par.,Paranormal Activity 4,2012,R
247,1139668,Low,Low,Low,Medium,Low Medium,Jan-May,Uni.,The Unborn ,2009,PG-13
248,1695994,Low,Low,Low,Low,Low Medium,June-Sep,Sony,The Virginity Hit,2010,R
249,1071812,Low,Low,Low,Low,Medium High,June-Sep,Gold.,Mao's Last Dancer,2010,PG
250,499549,High,High,Medium,Medium High,High,Dec,Fox,Avatar,2009,PG-13
251,1277953,Low Medium,Low Medium,Low Medium,High,Medium High,June-Sep,P/DW,Madagascar 3: Europe's Most Wanted,2012,PG
252,891592,Low,Low,Low,Low Medium,Low,Jan-May,Fox,Street Fighter: The Legend of Chun-Li,2009,PG-13
253,1196141,Low,Low,Low,Medium High,Medium,Jan-May,Fox,Diary of a Wimpy Kid,2010,PG
254,1578275,Low,Low,Low,Medium High,Medium,Jan-May,Uni.,The Dilemma,2011,PG-13
255,2103254,Low,Low,Low,Medium High,Low Medium,June-Sep,WB,Tammy,2014,R
256,1022603,Low,Low,Low,Low,High,June-Sep,FoxS,(500) Days of Summer,2009,PG-13
257,815236,Low,Low,Low,Medium High,Medium High,Jan-May,Par.,She's Out of My League,2010,R
258,1186367,Low,Low,Low,Medium,Medium High,Oct-Nov,WB,Ninja Assassin,2009,R
259,881891,Low,Low,Low,Medium,Low Medium,June-Sep,Fox,All About Steve,2009,PG-13
260,1606378,Low Medium,Low,Low,Medium High,Medium,Jan-May,Fox,A Good Day to Die Hard,2013,R
261,1263670,Low,Low,Low,Low,Medium High,Dec,FoxS,Crazy Heart,2009,R
262,1204975,Low,Low,Low,Medium High,Medium High,Oct-Nov,CBS,Last Vegas,2013,PG-13
263,1204977,Low,Low,Low,Medium High,Low Medium,Oct-Nov,Uni.,Ouija,2014,PG-13
264,1616195,Low,Low,Low,Medium,Medium High,Oct-Nov,WB,J. Edgar,2011,R
265,1430132,Low Medium,Low,Low Medium,High,Medium High,June-Sep,Fox,The Wolverine,2013,PG-13
266,1559547,Low,Low,Low,Medium High,Medium,Jan-May,WB,Beautiful Creatures ,2013,PG-13
267,1840309,Low,Low Medium,Low Medium,High,Medium High,Jan-May,LG/S,Divergent,2014,PG-13
268,2975578,Low,Low,Low,Medium High,Medium High,June-Sep,Uni.,The Purge: Anarchy,2014,R
269,2870708,Low,Low,Low,Low,Medium High,June-Sep,Focus,Wish I Was Here,2014,R
270,2243537,Low,Low,Low,Medium,Medium,Jan-May,ORF,A Haunted House,2013,R
271,1262981,Low,Low,Low,Low,Medium High,June-Sep,Magn.,World's Greatest Dad,2009,R
272,1502404,Low,Low,Low,Medium,Medium,Jan-May,Sum.,Drive Angry,2011,R
273,1192628,Low Medium,Low,Low Medium,High,Medium High,Jan-May,Par.,Rango,2011,PG
274,1907668,Low,Low,Low,Medium,Medium High,Oct-Nov,Par.,Flight,2012,R
275,1155076,Low,Low Medium,Low Medium,High,Medium,June-Sep,Sony,The Karate Kid,2010,PG
276,2034139,Low,Low,Low,Medium High,Low Medium,Jan-May,CBS,The Last Exorcism Part II,2013,PG-13
277,1723811,Low,Low,Low,Low,Medium High,Dec,FoxS,Shame,2011,R
278,3125324,Low,Low,Low,Medium,Medium High,Oct-Nov,Rela.,Beyond the Lights,2014,PG-13
279,1093357,Low,Low,Low,Medium,Low Medium,Dec,Sum.,The Darkest Hour,2011,PG-13
280,1325004,Low,Medium,Low Medium,High,Low Medium,June-Sep,Sum.,The Twilight Saga: Eclipse,2010,PG-13
281,1596350,Low,Low,Low,Medium High,Medium High,Jan-May,Fox,This Means War,2012,R
282,1424381,Low,Low,Low,Medium,Medium High,June-Sep,Fox,Predators,2010,R
